Time frequency,Country of citizenship,Age definition,Age class,Unit of measure,Sex,Geopolitical entity (reporting),Time,value
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Latvia,1998,1875.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Latvia,2011,2861.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Latvia,2012,3666.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Latvia,2013,3524.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Latvia,2014,4446.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Latvia,2015,4469.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Latvia,2016,3419.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Latvia,2017,5125.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Latvia,2018,6534.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Latvia,2019,6612.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Latvia,2020,4560.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Latvia,2021,6435.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Latvia,2022,30648.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Latvia,2023,5858.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Latvia,2024,5738.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Lithuania,1998,1358.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Lithuania,1999,1508.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Lithuania,2000,655.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Lithuania,2001,3965.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Lithuania,2002,4293.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Lithuania,2003,3409.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Lithuania,2004,2156.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Lithuania,2005,2083.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Lithuania,2006,2237.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Lithuania,2007,2468.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Lithuania,2008,2960.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Lithuania,2009,1666.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Lithuania,2010,1060.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Lithuania,2011,1673.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Lithuania,2012,2705.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Lithuania,2013,3635.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Lithuania,2014,6419.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Lithuania,2015,7006.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Lithuania,2016,7985.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Lithuania,2017,11212.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Lithuania,2018,13566.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Lithuania,2019,19801.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Lithuania,2020,21489.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Lithuania,2021,21146.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Lithuania,2022,66649.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Lithuania,2023,49133.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Lithuania,2024,32948.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Luxembourg,1998,10475.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Luxembourg,1999,11688.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Luxembourg,2000,10716.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Luxembourg,2001,10965.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Luxembourg,2002,10898.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Luxembourg,2003,12502.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Luxembourg,2004,12197.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Luxembourg,2005,13696.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Luxembourg,2006,13703.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Luxembourg,2007,15731.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Luxembourg,2008,16728.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Luxembourg,2009,14596.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Luxembourg,2010,15749.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Luxembourg,2011,19063.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Luxembourg,2012,19401.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Luxembourg,2013,19735.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Luxembourg,2014,20993.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Luxembourg,2015,22558.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Luxembourg,2016,21544.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Luxembourg,2017,23154.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Luxembourg,2018,23326.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Luxembourg,2019,25105.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Luxembourg,2020,20923.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Luxembourg,2021,23718.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Luxembourg,2022,29811.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Luxembourg,2023,25114.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Luxembourg,2024,23847.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Hungary,1998,16043.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Hungary,1999,20106.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Hungary,2000,20151.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Hungary,2001,20287.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Hungary,2002,17971.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Hungary,2003,19365.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Hungary,2004,22161.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Hungary,2005,25571.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Hungary,2006,23502.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Hungary,2007,22478.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Hungary,2008,35547.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Hungary,2009,25582.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Hungary,2010,23713.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Hungary,2011,22305.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Hungary,2012,20339.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Hungary,2013,21250.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Hungary,2014,25995.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Hungary,2015,25778.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Hungary,2016,23794.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Hungary,2017,36446.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Hungary,2018,49304.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Hungary,2019,55294.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Hungary,2020,43770.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Hungary,2021,49059.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Hungary,2022,55510.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Hungary,2023,61340.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Hungary,2024,49278.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Malta,2008,4711.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Malta,2009,4896.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Malta,2010,3387.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Malta,2011,3820.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Malta,2012,7148.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Malta,2013,10386.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Malta,2014,13852.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Malta,2015,16309.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Malta,2016,16462.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Malta,2017,20969.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Malta,2018,25490.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Malta,2019,27323.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Malta,2020,13107.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Malta,2021,15552.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Malta,2022,33145.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Malta,2023,39983.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Malta,2024,31576.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Netherlands,1998,64527.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Netherlands,1999,58251.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Netherlands,2000,62874.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Netherlands,2001,66330.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Netherlands,2002,65677.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Netherlands,2003,63499.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Netherlands,2004,59622.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Netherlands,2005,59002.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Netherlands,2006,63828.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Netherlands,2007,74882.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Netherlands,2008,94335.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Netherlands,2009,75180.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Netherlands,2010,78905.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Netherlands,2011,84541.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Netherlands,2012,82966.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Netherlands,2013,93055.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Netherlands,2014,107837.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Netherlands,2015,126002.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Netherlands,2016,144750.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Netherlands,2017,143700.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Netherlands,2018,76789.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Netherlands,2019,165954.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Netherlands,2020,135917.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Netherlands,2021,173274.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Netherlands,2022,286211.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Netherlands,2023,233532.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Netherlands,2024,217551.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Austria,1998,59186.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Austria,1999,72320.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Austria,2001,74759.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Austria,2002,85550.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Austria,2003,92770.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Austria,2004,103711.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Austria,2005,97458.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Austria,2006,82557.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Austria,2007,64194.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Austria,2008,64902.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Austria,2009,60233.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Austria,2010,62128.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Austria,2011,74119.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Austria,2012,83242.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Austria,2013,92585.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Austria,2014,106932.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Austria,2015,156543.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Austria,2016,119635.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Austria,2017,102015.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Austria,2018,95995.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Austria,2019,99152.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Austria,2020,93397.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Austria,2021,108805.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Austria,2022,190981.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Austria,2023,138824.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Austria,2024,119878.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Poland,1999,473.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Poland,2000,410.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Poland,2001,355.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Poland,2002,259.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Poland,2003,500.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Poland,2004,1242.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Poland,2005,1136.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Poland,2006,1811.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Poland,2007,1606.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Poland,2009,46730.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Poland,2010,47638.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Poland,2011,55012.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Poland,2012,81516.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Poland,2013,88724.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Poland,2014,94326.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Poland,2015,133321.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Poland,2016,102858.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Poland,2017,76565.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Poland,2018,95666.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Poland,2019,114778.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Poland,2020,158313.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Poland,2021,197681.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Poland,2022,193371.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Poland,2023,220549.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Poland,2024,211768.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Portugal,2008,20132.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Portugal,2009,14424.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Portugal,2010,8353.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Portugal,2011,7383.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Portugal,2012,5177.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Portugal,2013,5559.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Portugal,2014,10073.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Portugal,2015,16737.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Portugal,2016,17258.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Portugal,2017,19761.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Portugal,2018,26375.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Portugal,2019,51642.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Portugal,2020,45884.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Portugal,2021,49011.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Portugal,2022,109644.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Portugal,2023,133256.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Romania,2008,12136.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Romania,2009,10871.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Romania,2010,13041.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Romania,2011,9276.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Romania,2012,11601.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Romania,2013,14712.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Romania,2014,12104.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Romania,2015,17247.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Romania,2016,17895.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Romania,2017,26849.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Romania,2018,31060.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Romania,2019,40792.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Romania,2020,30818.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Romania,2021,45043.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Romania,2022,102560.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Romania,2023,151507.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Romania,2024,101689.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Slovenia,1998,3688.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Slovenia,1999,3556.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Slovenia,2000,5240.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Slovenia,2001,6769.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Slovenia,2002,7680.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Slovenia,2003,7972.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Slovenia,2004,8597.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Slovenia,2005,13290.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Slovenia,2006,18243.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Slovenia,2007,27485.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Slovenia,2008,27964.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Slovenia,2009,27371.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Slovenia,2010,12657.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Slovenia,2011,10765.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Slovenia,2012,12281.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Slovenia,2013,11621.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Slovenia,2014,11311.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Slovenia,2015,12665.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Slovenia,2016,13760.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Slovenia,2017,15520.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Slovenia,2018,24101.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Slovenia,2019,27560.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Slovenia,2020,24750.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Slovenia,2021,19662.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Slovenia,2022,31905.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Slovenia,2023,29908.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Slovenia,2024,28250.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Slovakia,2008,7415.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Slovakia,2009,5141.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Slovakia,2010,4161.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Slovakia,2011,3751.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Slovakia,2012,2940.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Slovakia,2013,2475.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Slovakia,2014,2418.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Slovakia,2015,3774.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Slovakia,2016,3610.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Slovakia,2017,2911.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Slovakia,2018,2869.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Slovakia,2019,2486.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Slovakia,2020,2834.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Slovakia,2021,2002.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Slovakia,2022,1782.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Slovakia,2023,2140.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Slovakia,2024,3191.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Finland,1998,8267.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Finland,1999,7877.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Finland,2000,9050.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Finland,2001,10965.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Finland,2002,9888.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Finland,2003,9355.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Finland,2004,11428.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Finland,2005,12651.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Finland,2006,13779.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Finland,2007,17370.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Finland,2008,19684.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Finland,2009,17803.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Finland,2010,17903.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Finland,2011,20149.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Finland,2012,22839.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Finland,2013,23396.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Finland,2014,23137.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Finland,2015,20797.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Finland,2016,26872.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Finland,2017,23100.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Finland,2018,22212.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Finland,2019,24091.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Finland,2020,23176.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Finland,2021,27952.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Finland,2022,42213.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Finland,2023,65951.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Finland,2024,57155.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Sweden,1998,35544.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Sweden,1999,34379.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Sweden,2000,42473.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Sweden,2001,43994.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Sweden,2002,47426.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Sweden,2003,47668.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Sweden,2004,47407.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Sweden,2005,51140.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Sweden,2006,79901.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Sweden,2007,83269.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Sweden,2008,82972.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Sweden,2009,83472.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Sweden,2010,78681.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Sweden,2011,75546.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Sweden,2012,82267.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Sweden,2013,94922.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Sweden,2014,105575.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Sweden,2015,113357.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Sweden,2016,142452.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Sweden,2017,124396.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Sweden,2018,113986.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Sweden,2019,97840.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Sweden,2020,65544.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Sweden,2021,74395.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Sweden,2022,86513.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Sweden,2023,77182.0
Annual,Foreign country and stateless,Age in completed years,Total,Number,Total,Sweden,2024,97210.0
Annual,Reporting country,Age reached during the year,Total,Number,Total,Belgium,1998,24146.0
