Time frequency,Country of citizenship,Age definition,Age class,Unit of measure,Sex,Geopolitical entity (reporting),Time,value
Annual,France,Age reached during the year,Total,Number,Total,Netherlands,2017,3629.0
Annual,France,Age reached during the year,Total,Number,Total,Netherlands,2018,4001.0
Annual,France,Age reached during the year,Total,Number,Total,Netherlands,2019,4266.0
Annual,France,Age reached during the year,Total,Number,Total,Netherlands,2020,3741.0
Annual,France,Age reached during the year,Total,Number,Total,Netherlands,2021,4691.0
Annual,France,Age reached during the year,Total,Number,Total,Netherlands,2022,4669.0
Annual,France,Age reached during the year,Total,Number,Total,Netherlands,2023,4315.0
Annual,France,Age reached during the year,Total,Number,Total,Netherlands,2024,3903.0
Annual,France,Age reached during the year,Total,Number,Total,Austria,1998,613.0
Annual,France,Age reached during the year,Total,Number,Total,Austria,1999,692.0
Annual,France,Age reached during the year,Total,Number,Total,Austria,2001,609.0
Annual,France,Age reached during the year,Total,Number,Total,Austria,2002,610.0
Annual,France,Age reached during the year,Total,Number,Total,Austria,2003,662.0
Annual,France,Age reached during the year,Total,Number,Total,Austria,2004,775.0
Annual,France,Age reached during the year,Total,Number,Total,Austria,2005,823.0
Annual,France,Age reached during the year,Total,Number,Total,Austria,2006,858.0
Annual,France,Age reached during the year,Total,Number,Total,Austria,2007,695.0
Annual,France,Age reached during the year,Total,Number,Total,Austria,2008,673.0
Annual,France,Age reached during the year,Total,Number,Total,Austria,2011,652.0
Annual,France,Age reached during the year,Total,Number,Total,Austria,2012,832.0
Annual,France,Age reached during the year,Total,Number,Total,Austria,2014,887.0
Annual,France,Age reached during the year,Total,Number,Total,Austria,2015,786.0
Annual,France,Age reached during the year,Total,Number,Total,Austria,2016,895.0
Annual,France,Age reached during the year,Total,Number,Total,Austria,2017,865.0
Annual,France,Age reached during the year,Total,Number,Total,Austria,2018,847.0
Annual,France,Age reached during the year,Total,Number,Total,Austria,2019,932.0
Annual,France,Age reached during the year,Total,Number,Total,Austria,2020,962.0
Annual,France,Age reached during the year,Total,Number,Total,Austria,2021,917.0
Annual,France,Age reached during the year,Total,Number,Total,Austria,2022,1042.0
Annual,France,Age reached during the year,Total,Number,Total,Austria,2023,921.0
Annual,France,Age reached during the year,Total,Number,Total,Austria,2024,800.0
Annual,France,Age reached during the year,Total,Number,Total,Poland,2006,29.0
Annual,France,Age reached during the year,Total,Number,Total,Poland,2007,24.0
Annual,France,Age reached during the year,Total,Number,Total,Romania,2008,775.0
Annual,France,Age reached during the year,Total,Number,Total,Romania,2009,708.0
Annual,France,Age reached during the year,Total,Number,Total,Romania,2010,770.0
Annual,France,Age reached during the year,Total,Number,Total,Romania,2011,374.0
Annual,France,Age reached during the year,Total,Number,Total,Romania,2012,380.0
Annual,France,Age reached during the year,Total,Number,Total,Romania,2013,25.0
Annual,France,Age reached during the year,Total,Number,Total,Romania,2014,13.0
Annual,France,Age reached during the year,Total,Number,Total,Romania,2015,1052.0
Annual,France,Age reached during the year,Total,Number,Total,Romania,2016,1139.0
Annual,France,Age reached during the year,Total,Number,Total,Romania,2017,1614.0
Annual,France,Age reached during the year,Total,Number,Total,Romania,2018,1557.0
Annual,France,Age reached during the year,Total,Number,Total,Romania,2021,1709.0
Annual,France,Age reached during the year,Total,Number,Total,Romania,2022,1226.0
Annual,France,Age reached during the year,Total,Number,Total,Romania,2023,1635.0
Annual,France,Age reached during the year,Total,Number,Total,Romania,2024,1554.0
Annual,France,Age reached during the year,Total,Number,Total,Slovenia,1998,32.0
Annual,France,Age reached during the year,Total,Number,Total,Slovenia,1999,11.0
Annual,France,Age reached during the year,Total,Number,Total,Slovenia,2000,28.0
Annual,France,Age reached during the year,Total,Number,Total,Slovenia,2001,24.0
Annual,France,Age reached during the year,Total,Number,Total,Slovenia,2002,41.0
Annual,France,Age reached during the year,Total,Number,Total,Slovenia,2003,58.0
Annual,France,Age reached during the year,Total,Number,Total,Slovenia,2004,32.0
Annual,France,Age reached during the year,Total,Number,Total,Slovenia,2005,140.0
Annual,France,Age reached during the year,Total,Number,Total,Slovenia,2006,129.0
Annual,France,Age reached during the year,Total,Number,Total,Slovenia,2007,80.0
Annual,France,Age reached during the year,Total,Number,Total,Slovenia,2008,76.0
Annual,France,Age reached during the year,Total,Number,Total,Slovenia,2009,68.0
Annual,France,Age reached during the year,Total,Number,Total,Slovenia,2010,72.0
Annual,France,Age reached during the year,Total,Number,Total,Slovenia,2011,66.0
Annual,France,Age reached during the year,Total,Number,Total,Slovenia,2012,63.0
Annual,France,Age reached during the year,Total,Number,Total,Slovenia,2013,92.0
Annual,France,Age reached during the year,Total,Number,Total,Slovenia,2014,44.0
Annual,France,Age reached during the year,Total,Number,Total,Slovenia,2015,50.0
Annual,France,Age reached during the year,Total,Number,Total,Slovenia,2016,74.0
Annual,France,Age reached during the year,Total,Number,Total,Slovenia,2017,60.0
Annual,France,Age reached during the year,Total,Number,Total,Slovenia,2018,76.0
Annual,France,Age reached during the year,Total,Number,Total,Slovenia,2019,53.0
Annual,France,Age reached during the year,Total,Number,Total,Slovenia,2020,59.0
Annual,France,Age reached during the year,Total,Number,Total,Slovenia,2021,57.0
Annual,France,Age reached during the year,Total,Number,Total,Slovenia,2022,42.0
Annual,France,Age reached during the year,Total,Number,Total,Slovenia,2023,49.0
Annual,France,Age reached during the year,Total,Number,Total,Slovenia,2024,54.0
Annual,France,Age reached during the year,Total,Number,Total,Slovakia,2008,154.0
Annual,France,Age reached during the year,Total,Number,Total,Slovakia,2009,163.0
Annual,France,Age reached during the year,Total,Number,Total,Slovakia,2010,118.0
Annual,France,Age reached during the year,Total,Number,Total,Slovakia,2011,100.0
Annual,France,Age reached during the year,Total,Number,Total,Slovakia,2012,51.0
Annual,France,Age reached during the year,Total,Number,Total,Slovakia,2013,50.0
Annual,France,Age reached during the year,Total,Number,Total,Slovakia,2014,52.0
Annual,France,Age reached during the year,Total,Number,Total,Slovakia,2015,77.0
Annual,France,Age reached during the year,Total,Number,Total,Slovakia,2016,78.0
Annual,France,Age reached during the year,Total,Number,Total,Slovakia,2017,68.0
Annual,France,Age reached during the year,Total,Number,Total,Slovakia,2018,43.0
Annual,France,Age reached during the year,Total,Number,Total,Slovakia,2019,46.0
Annual,France,Age reached during the year,Total,Number,Total,Slovakia,2020,52.0
Annual,France,Age reached during the year,Total,Number,Total,Slovakia,2021,36.0
Annual,France,Age reached during the year,Total,Number,Total,Slovakia,2022,41.0
Annual,France,Age reached during the year,Total,Number,Total,Slovakia,2023,18.0
Annual,France,Age reached during the year,Total,Number,Total,Slovakia,2024,11.0
Annual,France,Age reached during the year,Total,Number,Total,Finland,1998,99.0
Annual,France,Age reached during the year,Total,Number,Total,Finland,1999,106.0
Annual,France,Age reached during the year,Total,Number,Total,Finland,2000,143.0
Annual,France,Age reached during the year,Total,Number,Total,Finland,2001,139.0
Annual,France,Age reached during the year,Total,Number,Total,Finland,2002,121.0
Annual,France,Age reached during the year,Total,Number,Total,Finland,2003,134.0
Annual,France,Age reached during the year,Total,Number,Total,Finland,2004,120.0
Annual,France,Age reached during the year,Total,Number,Total,Finland,2005,212.0
Annual,France,Age reached during the year,Total,Number,Total,Finland,2006,201.0
Annual,France,Age reached during the year,Total,Number,Total,Finland,2007,234.0
Annual,France,Age reached during the year,Total,Number,Total,Finland,2008,223.0
Annual,France,Age reached during the year,Total,Number,Total,Finland,2009,172.0
Annual,France,Age reached during the year,Total,Number,Total,Finland,2010,175.0
Annual,France,Age reached during the year,Total,Number,Total,Finland,2011,176.0
Annual,France,Age reached during the year,Total,Number,Total,Finland,2012,190.0
Annual,France,Age reached during the year,Total,Number,Total,Finland,2013,203.0
Annual,France,Age reached during the year,Total,Number,Total,Finland,2014,260.0
Annual,France,Age reached during the year,Total,Number,Total,Finland,2015,226.0
Annual,France,Age reached during the year,Total,Number,Total,Finland,2016,255.0
Annual,France,Age reached during the year,Total,Number,Total,Finland,2017,238.0
Annual,France,Age reached during the year,Total,Number,Total,Finland,2018,287.0
Annual,France,Age reached during the year,Total,Number,Total,Finland,2019,286.0
Annual,France,Age reached during the year,Total,Number,Total,Finland,2020,341.0
Annual,France,Age reached during the year,Total,Number,Total,Finland,2021,425.0
Annual,France,Age reached during the year,Total,Number,Total,Finland,2022,334.0
Annual,France,Age reached during the year,Total,Number,Total,Finland,2023,302.0
Annual,France,Age reached during the year,Total,Number,Total,Finland,2024,274.0
Annual,France,Age reached during the year,Total,Number,Total,Sweden,1998,601.0
Annual,France,Age reached during the year,Total,Number,Total,Sweden,1999,559.0
Annual,France,Age reached during the year,Total,Number,Total,Sweden,2000,591.0
Annual,France,Age reached during the year,Total,Number,Total,Sweden,2001,661.0
Annual,France,Age reached during the year,Total,Number,Total,Sweden,2002,547.0
Annual,France,Age reached during the year,Total,Number,Total,Sweden,2003,487.0
Annual,France,Age reached during the year,Total,Number,Total,Sweden,2004,570.0
