Time frequency,Stock or flow,External trade indicator,Geopolitical entity (partner),"Standard International Trade Classification (SITC Rev. 4, 2006)",Geopolitical entity (reporting),Time,value
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Other manufactured goods,European Union - 27 countries (from 2020),2024-02,352.5
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Other manufactured goods,European Union - 27 countries (from 2020),2024-03,353.5
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Other manufactured goods,European Union - 27 countries (from 2020),2024-04,369.9
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Other manufactured goods,European Union - 27 countries (from 2020),2024-05,437.6
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Other manufactured goods,European Union - 27 countries (from 2020),2024-06,417.5
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Other manufactured goods,European Union - 27 countries (from 2020),2024-07,442.1
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Other manufactured goods,European Union - 27 countries (from 2020),2024-08,360.6
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Other manufactured goods,European Union - 27 countries (from 2020),2024-09,388.3
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Other manufactured goods,European Union - 27 countries (from 2020),2024-10,416.5
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Other manufactured goods,European Union - 27 countries (from 2020),2024-11,398.8
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Other manufactured goods,European Union - 27 countries (from 2020),2024-12,356.0
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Other manufactured goods,European Union - 27 countries (from 2020),2025-01,399.5
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Other manufactured goods,European Union - 27 countries (from 2020),2025-02,377.6
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Other manufactured goods,European Union - 27 countries (from 2020),2025-03,414.5
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Other manufactured goods,European Union - 27 countries (from 2020),2025-04,406.6
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Other manufactured goods,European Union - 27 countries (from 2020),2025-05,440.2
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Other manufactured goods,European Union - 27 countries (from 2020),2025-06,427.4
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Other manufactured goods,European Union - 27 countries (from 2020),2025-07,465.8
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Other manufactured goods,European Union - 27 countries (from 2020),2025-08,359.3
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Other manufactured goods,European Union - 27 countries (from 2020),2025-09,410.8
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Other manufactured goods,European Union - 27 countries (from 2020),2025-10,400.7
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Other manufactured goods,European Union - 27 countries (from 2020),2025-11,416.0
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Other manufactured goods,European Union - 27 countries (from 2020),2025-12,363.2
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Other manufactured goods,European Union - 27 countries (from 2020),2026-01,345.9
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Other manufactured goods,European Union - 27 countries (from 2020),2026-02,364.7
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Other manufactured goods,European Union - 27 countries (from 2020),2026-03,401.3
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Other manufactured goods,European Union - 27 countries (from 2020),2026-04,403.6
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Other manufactured goods,European Union - 27 countries (from 2020),2026-05,406.8
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Other manufactured goods,European Union - 27 countries (from 2020),2026-06,445.2
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Manufactured goods classified chiefly by material,European Union - 27 countries (from 2020),2023-01,62.9
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Manufactured goods classified chiefly by material,European Union - 27 countries (from 2020),2023-02,68.1
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Manufactured goods classified chiefly by material,European Union - 27 countries (from 2020),2023-03,74.1
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Manufactured goods classified chiefly by material,European Union - 27 countries (from 2020),2023-04,66.4
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Manufactured goods classified chiefly by material,European Union - 27 countries (from 2020),2023-05,77.2
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Manufactured goods classified chiefly by material,European Union - 27 countries (from 2020),2023-06,74.4
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Manufactured goods classified chiefly by material,European Union - 27 countries (from 2020),2023-07,63.4
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Manufactured goods classified chiefly by material,European Union - 27 countries (from 2020),2023-08,51.0
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Manufactured goods classified chiefly by material,European Union - 27 countries (from 2020),2023-09,64.2
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Manufactured goods classified chiefly by material,European Union - 27 countries (from 2020),2023-10,68.7
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Manufactured goods classified chiefly by material,European Union - 27 countries (from 2020),2023-11,79.5
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Manufactured goods classified chiefly by material,European Union - 27 countries (from 2020),2023-12,50.1
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Manufactured goods classified chiefly by material,European Union - 27 countries (from 2020),2024-01,73.6
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Manufactured goods classified chiefly by material,European Union - 27 countries (from 2020),2024-02,59.8
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Manufactured goods classified chiefly by material,European Union - 27 countries (from 2020),2024-03,60.1
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Manufactured goods classified chiefly by material,European Union - 27 countries (from 2020),2024-04,61.2
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Manufactured goods classified chiefly by material,European Union - 27 countries (from 2020),2024-05,78.3
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Manufactured goods classified chiefly by material,European Union - 27 countries (from 2020),2024-06,63.9
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Manufactured goods classified chiefly by material,European Union - 27 countries (from 2020),2024-07,73.5
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Manufactured goods classified chiefly by material,European Union - 27 countries (from 2020),2024-08,51.9
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Manufactured goods classified chiefly by material,European Union - 27 countries (from 2020),2024-09,74.8
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Manufactured goods classified chiefly by material,European Union - 27 countries (from 2020),2024-10,76.3
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Manufactured goods classified chiefly by material,European Union - 27 countries (from 2020),2024-11,76.9
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Manufactured goods classified chiefly by material,European Union - 27 countries (from 2020),2024-12,62.8
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Manufactured goods classified chiefly by material,European Union - 27 countries (from 2020),2025-01,71.1
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Manufactured goods classified chiefly by material,European Union - 27 countries (from 2020),2025-02,69.5
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Manufactured goods classified chiefly by material,European Union - 27 countries (from 2020),2025-03,75.0
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Manufactured goods classified chiefly by material,European Union - 27 countries (from 2020),2025-04,74.1
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Manufactured goods classified chiefly by material,European Union - 27 countries (from 2020),2025-05,77.2
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Manufactured goods classified chiefly by material,European Union - 27 countries (from 2020),2025-06,75.5
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Manufactured goods classified chiefly by material,European Union - 27 countries (from 2020),2025-07,79.2
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Manufactured goods classified chiefly by material,European Union - 27 countries (from 2020),2025-08,52.8
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Manufactured goods classified chiefly by material,European Union - 27 countries (from 2020),2025-09,78.0
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Manufactured goods classified chiefly by material,European Union - 27 countries (from 2020),2025-10,82.3
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Manufactured goods classified chiefly by material,European Union - 27 countries (from 2020),2025-11,78.8
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Manufactured goods classified chiefly by material,European Union - 27 countries (from 2020),2025-12,68.5
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Manufactured goods classified chiefly by material,European Union - 27 countries (from 2020),2026-01,56.8
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Manufactured goods classified chiefly by material,European Union - 27 countries (from 2020),2026-02,62.4
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Manufactured goods classified chiefly by material,European Union - 27 countries (from 2020),2026-03,75.8
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Manufactured goods classified chiefly by material,European Union - 27 countries (from 2020),2026-04,72.6
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Manufactured goods classified chiefly by material,European Union - 27 countries (from 2020),2026-05,68.3
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Manufactured goods classified chiefly by material,European Union - 27 countries (from 2020),2026-06,77.8
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Machinery and transport equipment,European Union - 27 countries (from 2020),2023-01,830.5
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Machinery and transport equipment,European Union - 27 countries (from 2020),2023-02,968.5
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Machinery and transport equipment,European Union - 27 countries (from 2020),2023-03,1041.3
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Machinery and transport equipment,European Union - 27 countries (from 2020),2023-04,968.2
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Machinery and transport equipment,European Union - 27 countries (from 2020),2023-05,1080.0
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Machinery and transport equipment,European Union - 27 countries (from 2020),2023-06,1218.3
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Machinery and transport equipment,European Union - 27 countries (from 2020),2023-07,877.3
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Machinery and transport equipment,European Union - 27 countries (from 2020),2023-08,778.6
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Machinery and transport equipment,European Union - 27 countries (from 2020),2023-09,1047.8
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Machinery and transport equipment,European Union - 27 countries (from 2020),2023-10,1112.5
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Machinery and transport equipment,European Union - 27 countries (from 2020),2023-11,1183.4
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Machinery and transport equipment,European Union - 27 countries (from 2020),2023-12,1055.6
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Machinery and transport equipment,European Union - 27 countries (from 2020),2024-01,847.8
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Machinery and transport equipment,European Union - 27 countries (from 2020),2024-02,1203.4
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Machinery and transport equipment,European Union - 27 countries (from 2020),2024-03,1197.0
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Machinery and transport equipment,European Union - 27 countries (from 2020),2024-04,1064.1
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Machinery and transport equipment,European Union - 27 countries (from 2020),2024-05,1180.7
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Machinery and transport equipment,European Union - 27 countries (from 2020),2024-06,1197.5
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Machinery and transport equipment,European Union - 27 countries (from 2020),2024-07,965.7
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Machinery and transport equipment,European Union - 27 countries (from 2020),2024-08,752.9
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Machinery and transport equipment,European Union - 27 countries (from 2020),2024-09,1126.6
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Machinery and transport equipment,European Union - 27 countries (from 2020),2024-10,1376.8
