Time frequency,Standard international energy product classification (SIEC),Geopolitical entity (partner),Unit of measure,Geopolitical entity (reporting),Time,value
Annual,Natural gas,Norway,Million cubic metres,Italy,2008,5535.0
Annual,Natural gas,Norway,Million cubic metres,Italy,2009,4160.0
Annual,Natural gas,Norway,Million cubic metres,Italy,2010,2987.0
Annual,Natural gas,Norway,Million cubic metres,Italy,2011,3651.0
Annual,Natural gas,Norway,Million cubic metres,Italy,2012,2813.0
Annual,Natural gas,Norway,Million cubic metres,Italy,2013,2004.0
Annual,Natural gas,Norway,Million cubic metres,Italy,2014,2666.0
Annual,Natural gas,Norway,Million cubic metres,Italy,2015,2624.0
Annual,Natural gas,Norway,Million cubic metres,Italy,2016,975.0
Annual,Natural gas,Norway,Million cubic metres,Italy,2017,2599.254
Annual,Natural gas,Norway,Million cubic metres,Italy,2018,3159.15
Annual,Natural gas,Norway,Million cubic metres,Italy,2019,6140.591
Annual,Natural gas,Norway,Million cubic metres,Italy,2020,7397.403
Annual,Natural gas,Norway,Million cubic metres,Italy,2021,1982.171
Annual,Natural gas,Norway,Million cubic metres,Italy,2022,6214.956
Annual,Natural gas,Norway,Million cubic metres,Italy,2023,4029.2
Annual,Natural gas,Norway,Million cubic metres,Italy,2024,3603.134
Annual,Natural gas,Norway,Million cubic metres,Cyprus,2000,0.0
Annual,Natural gas,Norway,Million cubic metres,Cyprus,2001,0.0
Annual,Natural gas,Norway,Million cubic metres,Cyprus,2002,0.0
Annual,Natural gas,Norway,Million cubic metres,Cyprus,2003,0.0
Annual,Natural gas,Norway,Million cubic metres,Cyprus,2004,0.0
Annual,Natural gas,Norway,Million cubic metres,Cyprus,2005,0.0
Annual,Natural gas,Norway,Million cubic metres,Cyprus,2006,0.0
Annual,Natural gas,Norway,Million cubic metres,Cyprus,2007,0.0
Annual,Natural gas,Norway,Million cubic metres,Cyprus,2008,0.0
Annual,Natural gas,Norway,Million cubic metres,Cyprus,2009,0.0
Annual,Natural gas,Norway,Million cubic metres,Cyprus,2010,0.0
Annual,Natural gas,Norway,Million cubic metres,Cyprus,2011,0.0
Annual,Natural gas,Norway,Million cubic metres,Cyprus,2012,0.0
Annual,Natural gas,Norway,Million cubic metres,Cyprus,2013,0.0
Annual,Natural gas,Norway,Million cubic metres,Cyprus,2014,0.0
Annual,Natural gas,Norway,Million cubic metres,Cyprus,2015,0.0
Annual,Natural gas,Norway,Million cubic metres,Cyprus,2016,0.0
Annual,Natural gas,Norway,Million cubic metres,Cyprus,2017,0.0
Annual,Natural gas,Norway,Million cubic metres,Cyprus,2018,0.0
Annual,Natural gas,Norway,Million cubic metres,Cyprus,2019,0.0
Annual,Natural gas,Norway,Million cubic metres,Cyprus,2020,0.0
Annual,Natural gas,Norway,Million cubic metres,Cyprus,2021,0.0
Annual,Natural gas,Norway,Million cubic metres,Cyprus,2022,0.0
Annual,Natural gas,Norway,Million cubic metres,Cyprus,2023,0.0
Annual,Natural gas,Norway,Million cubic metres,Cyprus,2024,0.0
Annual,Natural gas,Norway,Million cubic metres,Latvia,2000,0.0
Annual,Natural gas,Norway,Million cubic metres,Latvia,2001,0.0
Annual,Natural gas,Norway,Million cubic metres,Latvia,2002,0.0
Annual,Natural gas,Norway,Million cubic metres,Latvia,2003,0.0
Annual,Natural gas,Norway,Million cubic metres,Latvia,2004,0.0
Annual,Natural gas,Norway,Million cubic metres,Latvia,2005,0.0
Annual,Natural gas,Norway,Million cubic metres,Latvia,2006,0.0
Annual,Natural gas,Norway,Million cubic metres,Latvia,2007,0.0
Annual,Natural gas,Norway,Million cubic metres,Latvia,2008,0.0
Annual,Natural gas,Norway,Million cubic metres,Latvia,2009,0.0
Annual,Natural gas,Norway,Million cubic metres,Latvia,2010,0.0
Annual,Natural gas,Norway,Million cubic metres,Latvia,2011,0.0
Annual,Natural gas,Norway,Million cubic metres,Latvia,2012,0.0
Annual,Natural gas,Norway,Million cubic metres,Latvia,2013,0.0
Annual,Natural gas,Norway,Million cubic metres,Latvia,2014,0.0
Annual,Natural gas,Norway,Million cubic metres,Latvia,2015,0.0
Annual,Natural gas,Norway,Million cubic metres,Latvia,2016,0.0
Annual,Natural gas,Norway,Million cubic metres,Latvia,2017,0.0
Annual,Natural gas,Norway,Million cubic metres,Latvia,2018,0.0
Annual,Natural gas,Norway,Million cubic metres,Latvia,2019,0.0
Annual,Natural gas,Norway,Million cubic metres,Latvia,2020,0.0
Annual,Natural gas,Norway,Million cubic metres,Latvia,2021,0.0
Annual,Natural gas,Norway,Million cubic metres,Latvia,2022,0.0
Annual,Natural gas,Norway,Million cubic metres,Latvia,2023,0.0
Annual,Natural gas,Norway,Million cubic metres,Latvia,2024,0.0
Annual,Natural gas,Norway,Million cubic metres,Lithuania,2000,0.0
Annual,Natural gas,Norway,Million cubic metres,Lithuania,2001,0.0
Annual,Natural gas,Norway,Million cubic metres,Lithuania,2002,0.0
Annual,Natural gas,Norway,Million cubic metres,Lithuania,2003,0.0
Annual,Natural gas,Norway,Million cubic metres,Lithuania,2004,0.0
Annual,Natural gas,Norway,Million cubic metres,Lithuania,2005,0.0
Annual,Natural gas,Norway,Million cubic metres,Lithuania,2006,0.0
Annual,Natural gas,Norway,Million cubic metres,Lithuania,2007,0.0
Annual,Natural gas,Norway,Million cubic metres,Lithuania,2008,0.0
Annual,Natural gas,Norway,Million cubic metres,Lithuania,2009,0.0
Annual,Natural gas,Norway,Million cubic metres,Lithuania,2010,0.0
Annual,Natural gas,Norway,Million cubic metres,Lithuania,2011,0.0
Annual,Natural gas,Norway,Million cubic metres,Lithuania,2012,0.0
Annual,Natural gas,Norway,Million cubic metres,Lithuania,2013,0.0
Annual,Natural gas,Norway,Million cubic metres,Lithuania,2014,141.0
Annual,Natural gas,Norway,Million cubic metres,Lithuania,2015,450.0
Annual,Natural gas,Norway,Million cubic metres,Lithuania,2016,1389.0
Annual,Natural gas,Norway,Million cubic metres,Lithuania,2017,884.0
Annual,Natural gas,Norway,Million cubic metres,Lithuania,2018,992.0
Annual,Natural gas,Norway,Million cubic metres,Lithuania,2019,1476.0
Annual,Natural gas,Norway,Million cubic metres,Lithuania,2020,1074.0
Annual,Natural gas,Norway,Million cubic metres,Lithuania,2021,253.2
Annual,Natural gas,Norway,Million cubic metres,Lithuania,2022,894.8
Annual,Natural gas,Norway,Million cubic metres,Lithuania,2023,1499.3
Annual,Natural gas,Norway,Million cubic metres,Lithuania,2024,943.7
Annual,Natural gas,Norway,Million cubic metres,Luxembourg,2000,0.0
Annual,Natural gas,Norway,Million cubic metres,Luxembourg,2001,0.0
Annual,Natural gas,Norway,Million cubic metres,Luxembourg,2002,0.0
Annual,Natural gas,Norway,Million cubic metres,Luxembourg,2003,0.0
Annual,Natural gas,Norway,Million cubic metres,Luxembourg,2004,0.0
Annual,Natural gas,Norway,Million cubic metres,Luxembourg,2005,0.0
Annual,Natural gas,Norway,Million cubic metres,Luxembourg,2006,0.0
Annual,Natural gas,Norway,Million cubic metres,Luxembourg,2007,614.0
Annual,Natural gas,Norway,Million cubic metres,Luxembourg,2008,587.0
Annual,Natural gas,Norway,Million cubic metres,Luxembourg,2009,657.0
Annual,Natural gas,Norway,Million cubic metres,Luxembourg,2010,707.0
Annual,Natural gas,Norway,Million cubic metres,Luxembourg,2011,613.0
Annual,Natural gas,Norway,Million cubic metres,Luxembourg,2012,627.0
Annual,Natural gas,Norway,Million cubic metres,Luxembourg,2013,658.0
Annual,Natural gas,Norway,Million cubic metres,Luxembourg,2014,622.0
Annual,Natural gas,Norway,Million cubic metres,Luxembourg,2015,559.0
Annual,Natural gas,Norway,Million cubic metres,Luxembourg,2016,514.0
Annual,Natural gas,Norway,Million cubic metres,Luxembourg,2017,172.501
Annual,Natural gas,Norway,Million cubic metres,Luxembourg,2018,138.7
Annual,Natural gas,Norway,Million cubic metres,Luxembourg,2019,87.35
Annual,Natural gas,Norway,Million cubic metres,Luxembourg,2020,151.522
Annual,Natural gas,Norway,Million cubic metres,Luxembourg,2021,323.554
Annual,Natural gas,Norway,Million cubic metres,Luxembourg,2022,208.646
Annual,Natural gas,Norway,Million cubic metres,Luxembourg,2023,151.724
Annual,Natural gas,Norway,Million cubic metres,Luxembourg,2024,174.775
Annual,Natural gas,Norway,Million cubic metres,Hungary,2000,0.0
Annual,Natural gas,Norway,Million cubic metres,Hungary,2001,0.0
Annual,Natural gas,Norway,Million cubic metres,Hungary,2002,0.0
Annual,Natural gas,Norway,Million cubic metres,Hungary,2003,0.0
Annual,Natural gas,Norway,Million cubic metres,Hungary,2004,0.0
Annual,Natural gas,Norway,Million cubic metres,Hungary,2005,0.0
Annual,Natural gas,Norway,Million cubic metres,Hungary,2006,0.0
Annual,Natural gas,Norway,Million cubic metres,Hungary,2007,0.0
Annual,Natural gas,Norway,Million cubic metres,Hungary,2008,0.0
Annual,Natural gas,Norway,Million cubic metres,Hungary,2009,0.0
Annual,Natural gas,Norway,Million cubic metres,Hungary,2010,0.0
Annual,Natural gas,Norway,Million cubic metres,Hungary,2011,0.0
Annual,Natural gas,Norway,Million cubic metres,Hungary,2012,0.0
Annual,Natural gas,Norway,Million cubic metres,Hungary,2013,0.0
Annual,Natural gas,Norway,Million cubic metres,Hungary,2014,0.0
Annual,Natural gas,Norway,Million cubic metres,Hungary,2015,0.0
Annual,Natural gas,Norway,Million cubic metres,Hungary,2016,0.0
Annual,Natural gas,Norway,Million cubic metres,Hungary,2017,0.0
Annual,Natural gas,Norway,Million cubic metres,Hungary,2018,0.0
Annual,Natural gas,Norway,Million cubic metres,Hungary,2019,0.0
Annual,Natural gas,Norway,Million cubic metres,Hungary,2020,0.0
Annual,Natural gas,Norway,Million cubic metres,Hungary,2021,0.0
Annual,Natural gas,Norway,Million cubic metres,Hungary,2022,0.0
Annual,Natural gas,Norway,Million cubic metres,Hungary,2023,0.0
Annual,Natural gas,Norway,Million cubic metres,Hungary,2024,0.0
Annual,Natural gas,Norway,Million cubic metres,Malta,2000,0.0
Annual,Natural gas,Norway,Million cubic metres,Malta,2001,0.0
Annual,Natural gas,Norway,Million cubic metres,Malta,2002,0.0
Annual,Natural gas,Norway,Million cubic metres,Malta,2003,0.0
Annual,Natural gas,Norway,Million cubic metres,Malta,2004,0.0
Annual,Natural gas,Norway,Million cubic metres,Malta,2005,0.0
Annual,Natural gas,Norway,Million cubic metres,Malta,2006,0.0
Annual,Natural gas,Norway,Million cubic metres,Malta,2007,0.0
Annual,Natural gas,Norway,Million cubic metres,Malta,2008,0.0
Annual,Natural gas,Norway,Million cubic metres,Malta,2009,0.0
Annual,Natural gas,Norway,Million cubic metres,Malta,2010,0.0
Annual,Natural gas,Norway,Million cubic metres,Malta,2011,0.0
Annual,Natural gas,Norway,Million cubic metres,Malta,2012,0.0
Annual,Natural gas,Norway,Million cubic metres,Malta,2013,0.0
Annual,Natural gas,Norway,Million cubic metres,Malta,2014,0.0
Annual,Natural gas,Norway,Million cubic metres,Malta,2015,0.0
Annual,Natural gas,Norway,Million cubic metres,Malta,2016,0.0
Annual,Natural gas,Norway,Million cubic metres,Malta,2017,0.0
Annual,Natural gas,Norway,Million cubic metres,Malta,2018,6.094
Annual,Natural gas,Norway,Million cubic metres,Malta,2019,8.707
Annual,Natural gas,Norway,Million cubic metres,Malta,2020,0.0
Annual,Natural gas,Norway,Million cubic metres,Malta,2021,0.0
Annual,Natural gas,Norway,Million cubic metres,Malta,2022,0.0
Annual,Natural gas,Norway,Million cubic metres,Malta,2023,0.0
Annual,Natural gas,Norway,Million cubic metres,Malta,2024,0.0
Annual,Natural gas,Norway,Million cubic metres,Netherlands,2000,6531.0
Annual,Natural gas,Norway,Million cubic metres,Netherlands,2001,7629.0
Annual,Natural gas,Norway,Million cubic metres,Netherlands,2002,11520.0
Annual,Natural gas,Norway,Million cubic metres,Netherlands,2003,10229.0
Annual,Natural gas,Norway,Million cubic metres,Netherlands,2004,6899.0
Annual,Natural gas,Norway,Million cubic metres,Netherlands,2005,11754.0
Annual,Natural gas,Norway,Million cubic metres,Netherlands,2006,13884.0
Annual,Natural gas,Norway,Million cubic metres,Netherlands,2007,14383.0
Annual,Natural gas,Norway,Million cubic metres,Netherlands,2008,13253.0
Annual,Natural gas,Norway,Million cubic metres,Netherlands,2009,13432.0
Annual,Natural gas,Norway,Million cubic metres,Netherlands,2010,12886.0
Annual,Natural gas,Norway,Million cubic metres,Netherlands,2011,13916.0
Annual,Natural gas,Norway,Million cubic metres,Netherlands,2012,16629.0
Annual,Natural gas,Norway,Million cubic metres,Netherlands,2013,16149.0
Annual,Natural gas,Norway,Million cubic metres,Netherlands,2014,16860.0
Annual,Natural gas,Norway,Million cubic metres,Netherlands,2015,20207.671
Annual,Natural gas,Norway,Million cubic metres,Netherlands,2016,19006.715
Annual,Natural gas,Norway,Million cubic metres,Netherlands,2017,9563.808
Annual,Natural gas,Norway,Million cubic metres,Netherlands,2018,12597.306
Annual,Natural gas,Norway,Million cubic metres,Netherlands,2019,12455.714
Annual,Natural gas,Norway,Million cubic metres,Netherlands,2020,11714.558
Annual,Natural gas,Norway,Million cubic metres,Netherlands,2021,11297.089
Annual,Natural gas,Norway,Million cubic metres,Netherlands,2022,9961.596
Annual,Natural gas,Norway,Million cubic metres,Netherlands,2023,9266.883
Annual,Natural gas,Norway,Million cubic metres,Netherlands,2024,9265.477
Annual,Natural gas,Norway,Million cubic metres,Austria,2000,754.0
Annual,Natural gas,Norway,Million cubic metres,Austria,2001,860.0
Annual,Natural gas,Norway,Million cubic metres,Austria,2002,927.0
Annual,Natural gas,Norway,Million cubic metres,Austria,2003,1067.0
Annual,Natural gas,Norway,Million cubic metres,Austria,2004,1005.0
Annual,Natural gas,Norway,Million cubic metres,Austria,2005,1153.0
Annual,Natural gas,Norway,Million cubic metres,Austria,2006,1342.0
Annual,Natural gas,Norway,Million cubic metres,Austria,2007,1495.0
Annual,Natural gas,Norway,Million cubic metres,Austria,2008,1522.0
Annual,Natural gas,Norway,Million cubic metres,Austria,2009,0.0
Annual,Natural gas,Norway,Million cubic metres,Austria,2010,0.0
Annual,Natural gas,Norway,Million cubic metres,Austria,2011,0.0
Annual,Natural gas,Norway,Million cubic metres,Austria,2012,0.0
Annual,Natural gas,Norway,Million cubic metres,Austria,2013,0.0
Annual,Natural gas,Norway,Million cubic metres,Austria,2014,0.0
Annual,Natural gas,Norway,Million cubic metres,Austria,2015,0.0
Annual,Natural gas,Norway,Million cubic metres,Austria,2016,0.0
Annual,Natural gas,Norway,Million cubic metres,Austria,2017,0.0
Annual,Natural gas,Norway,Million cubic metres,Austria,2018,0.0
Annual,Natural gas,Norway,Million cubic metres,Austria,2019,0.0
Annual,Natural gas,Norway,Million cubic metres,Austria,2020,0.0
Annual,Natural gas,Norway,Million cubic metres,Austria,2021,0.0
Annual,Natural gas,Norway,Million cubic metres,Austria,2022,0.0
Annual,Natural gas,Norway,Million cubic metres,Austria,2023,0.0
Annual,Natural gas,Norway,Million cubic metres,Austria,2024,0.0
Annual,Natural gas,Norway,Million cubic metres,Poland,2000,18.0
Annual,Natural gas,Norway,Million cubic metres,Poland,2001,287.0
Annual,Natural gas,Norway,Million cubic metres,Poland,2002,519.0
Annual,Natural gas,Norway,Million cubic metres,Poland,2003,513.0
Annual,Natural gas,Norway,Million cubic metres,Poland,2004,506.0
Annual,Natural gas,Norway,Million cubic metres,Poland,2005,511.0
Annual,Natural gas,Norway,Million cubic metres,Poland,2006,380.0
Annual,Natural gas,Norway,Million cubic metres,Poland,2007,0.0
Annual,Natural gas,Norway,Million cubic metres,Poland,2008,0.0
Annual,Natural gas,Norway,Million cubic metres,Poland,2009,0.0
Annual,Natural gas,Norway,Million cubic metres,Poland,2010,0.0
Annual,Natural gas,Norway,Million cubic metres,Poland,2011,0.0
Annual,Natural gas,Norway,Million cubic metres,Poland,2012,0.0
Annual,Natural gas,Norway,Million cubic metres,Poland,2013,0.0
Annual,Natural gas,Norway,Million cubic metres,Poland,2014,86.0
Annual,Natural gas,Norway,Million cubic metres,Poland,2015,0.0
Annual,Natural gas,Norway,Million cubic metres,Poland,2016,83.0
Annual,Natural gas,Norway,Million cubic metres,Poland,2017,84.174
Annual,Natural gas,Norway,Million cubic metres,Poland,2018,335.019
Annual,Natural gas,Norway,Million cubic metres,Poland,2019,200.5
Annual,Natural gas,Norway,Million cubic metres,Poland,2020,333.327
Annual,Natural gas,Norway,Million cubic metres,Poland,2021,0.0
Annual,Natural gas,Norway,Million cubic metres,Poland,2022,0.0
Annual,Natural gas,Norway,Million cubic metres,Poland,2023,0.0
Annual,Natural gas,Norway,Million cubic metres,Poland,2024,0.0
Annual,Natural gas,Norway,Million cubic metres,Portugal,2000,0.0
Annual,Natural gas,Norway,Million cubic metres,Portugal,2001,0.0
Annual,Natural gas,Norway,Million cubic metres,Portugal,2002,0.0
Annual,Natural gas,Norway,Million cubic metres,Portugal,2003,0.0
Annual,Natural gas,Norway,Million cubic metres,Portugal,2004,0.0
Annual,Natural gas,Norway,Million cubic metres,Portugal,2005,0.0
Annual,Natural gas,Norway,Million cubic metres,Portugal,2006,0.0
Annual,Natural gas,Norway,Million cubic metres,Portugal,2007,0.0
Annual,Natural gas,Norway,Million cubic metres,Portugal,2008,0.0
Annual,Natural gas,Norway,Million cubic metres,Portugal,2009,0.0
Annual,Natural gas,Norway,Million cubic metres,Portugal,2010,0.0
Annual,Natural gas,Norway,Million cubic metres,Portugal,2011,0.0
Annual,Natural gas,Norway,Million cubic metres,Portugal,2012,0.0
Annual,Natural gas,Norway,Million cubic metres,Portugal,2013,247.0
Annual,Natural gas,Norway,Million cubic metres,Portugal,2014,63.0
Annual,Natural gas,Norway,Million cubic metres,Portugal,2015,84.0
Annual,Natural gas,Norway,Million cubic metres,Portugal,2016,0.0
Annual,Natural gas,Norway,Million cubic metres,Portugal,2017,0.0
Annual,Natural gas,Norway,Million cubic metres,Portugal,2018,82.42
Annual,Natural gas,Norway,Million cubic metres,Portugal,2019,0.0
Annual,Natural gas,Norway,Million cubic metres,Portugal,2020,80.684
Annual,Natural gas,Norway,Million cubic metres,Portugal,2021,0.0
Annual,Natural gas,Norway,Million cubic metres,Portugal,2022,0.0
Annual,Natural gas,Norway,Million cubic metres,Portugal,2023,0.0
Annual,Natural gas,Norway,Million cubic metres,Portugal,2024,0.0
Annual,Natural gas,Norway,Million cubic metres,Romania,2000,0.0
Annual,Natural gas,Norway,Million cubic metres,Romania,2001,0.0
Annual,Natural gas,Norway,Million cubic metres,Romania,2002,0.0
Annual,Natural gas,Norway,Million cubic metres,Romania,2003,0.0
Annual,Natural gas,Norway,Million cubic metres,Romania,2004,0.0
Annual,Natural gas,Norway,Million cubic metres,Romania,2005,0.0
Annual,Natural gas,Norway,Million cubic metres,Romania,2006,0.0
Annual,Natural gas,Norway,Million cubic metres,Romania,2007,0.0
