Time frequency,Standard international energy product classification (SIEC),Geopolitical entity (partner),Unit of measure,Geopolitical entity (reporting),Time,value
Annual,Liquefied natural gas,Austria,Million cubic metres,Sweden,2002,0.0
Annual,Liquefied natural gas,Austria,Million cubic metres,Sweden,2003,0.0
Annual,Liquefied natural gas,Austria,Million cubic metres,Sweden,2004,0.0
Annual,Liquefied natural gas,Austria,Million cubic metres,Sweden,2005,0.0
Annual,Liquefied natural gas,Austria,Million cubic metres,Sweden,2006,0.0
Annual,Liquefied natural gas,Austria,Million cubic metres,Sweden,2007,0.0
Annual,Liquefied natural gas,Austria,Million cubic metres,Sweden,2008,0.0
Annual,Liquefied natural gas,Austria,Million cubic metres,Sweden,2009,0.0
Annual,Liquefied natural gas,Austria,Million cubic metres,Sweden,2010,0.0
Annual,Liquefied natural gas,Austria,Million cubic metres,Sweden,2011,0.0
Annual,Liquefied natural gas,Austria,Million cubic metres,Sweden,2012,0.0
Annual,Liquefied natural gas,Austria,Million cubic metres,Sweden,2013,0.0
Annual,Liquefied natural gas,Austria,Million cubic metres,Sweden,2014,0.0
Annual,Liquefied natural gas,Austria,Million cubic metres,Sweden,2015,0.0
Annual,Liquefied natural gas,Austria,Million cubic metres,Sweden,2016,0.0
Annual,Liquefied natural gas,Austria,Million cubic metres,Sweden,2017,0.0
Annual,Liquefied natural gas,Austria,Million cubic metres,Sweden,2018,0.0
Annual,Liquefied natural gas,Austria,Million cubic metres,Sweden,2019,0.0
Annual,Liquefied natural gas,Austria,Million cubic metres,Sweden,2020,11.353
Annual,Liquefied natural gas,Austria,Million cubic metres,Sweden,2021,0.0
Annual,Liquefied natural gas,Austria,Million cubic metres,Sweden,2022,0.0
Annual,Liquefied natural gas,Austria,Million cubic metres,Sweden,2023,0.0
Annual,Liquefied natural gas,Austria,Million cubic metres,Sweden,2024,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Belgium,2000,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Belgium,2001,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Belgium,2002,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Belgium,2003,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Belgium,2004,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Belgium,2005,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Belgium,2006,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Belgium,2007,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Belgium,2008,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Belgium,2009,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Belgium,2010,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Belgium,2011,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Belgium,2012,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Belgium,2013,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Belgium,2014,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Belgium,2015,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Belgium,2016,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Belgium,2017,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Belgium,2018,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Belgium,2019,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Belgium,2020,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Belgium,2021,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Belgium,2022,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Belgium,2023,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Belgium,2024,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Bulgaria,2000,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Bulgaria,2001,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Bulgaria,2002,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Bulgaria,2003,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Bulgaria,2004,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Bulgaria,2005,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Bulgaria,2006,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Bulgaria,2007,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Bulgaria,2008,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Bulgaria,2009,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Bulgaria,2010,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Bulgaria,2011,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Bulgaria,2012,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Bulgaria,2013,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Bulgaria,2014,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Bulgaria,2015,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Bulgaria,2016,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Bulgaria,2017,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Bulgaria,2018,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Bulgaria,2019,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Bulgaria,2020,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Bulgaria,2021,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Bulgaria,2022,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Bulgaria,2023,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Bulgaria,2024,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Czechia,2000,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Czechia,2001,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Czechia,2002,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Czechia,2003,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Czechia,2004,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Czechia,2005,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Czechia,2006,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Czechia,2007,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Czechia,2008,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Czechia,2009,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Czechia,2010,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Czechia,2011,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Czechia,2012,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Czechia,2013,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Czechia,2014,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Czechia,2015,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Czechia,2016,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Czechia,2017,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Czechia,2018,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Czechia,2019,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Czechia,2020,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Czechia,2021,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Czechia,2022,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Czechia,2023,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Czechia,2024,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Denmark,2000,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Denmark,2001,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Denmark,2002,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Denmark,2003,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Denmark,2004,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Denmark,2005,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Denmark,2006,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Denmark,2007,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Denmark,2008,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Denmark,2009,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Denmark,2010,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Denmark,2011,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Denmark,2012,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Denmark,2013,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Denmark,2014,0.0
Annual,Liquefied natural gas,Austria,Terajoule (gross calorific value - GCV),Denmark,2015,0.0
