Time frequency,Unit of measure,Stock or flow,Products and final uses,"Products, adjustments and value added",Geopolitical entity (reporting),Time,value,country
Annual,Million euro,Total,"Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials","Products of forestry, logging and related services",Luxembourg,2020,18.2,LU
Annual,Million euro,Total,"Computer, electronic and optical products",Machinery and equipment n.e.c.,Estonia,2020,18.19,EE
Annual,Million euro,Total,Advertising and market research services,"Other professional, scientific and technical services and veterinary services",Estonia,2020,18.16,EE
Annual,Million euro,Total,Electrical equipment,"Computer, electronic and optical products",Estonia,2020,18.16,EE
Annual,Million euro,Total,Other personal services,Compensation of employees,Malta,2020,18.16,MT
Annual,Million euro,Total,"Financial services, except insurance and pension funding",Constructions and construction works,Cyprus,2020,18.15,CY
Annual,Million euro,Total,Accommodation and food services,"Financial services, except insurance and pension funding",Malta,2020,18.12,MT
Annual,Million euro,Total,"Financial services, except insurance and pension funding",Accommodation and food services,Luxembourg,2020,18.11,LU
Annual,Million euro,Total,Architectural and engineering services; technical testing and analysis services,Real estate services excluding imputed rents,Estonia,2020,18.11,EE
Annual,Million euro,Total,Land transport services and transport services via pipelines,"Insurance, reinsurance and pension funding services, except compulsory social security",Luxembourg,2022,18.11,LU
Annual,Million euro,Total,Services auxiliary to financial services and insurance services,"Computer, electronic and optical products",Luxembourg,2020,18.09,LU
Annual,Million euro,Total,Paper and paper products,Consumption of fixed capital,Estonia,2020,18.09,EE
Annual,Million euro,Total,Services furnished by membership organisations,"Operating surplus and mixed income, gross",Luxembourg,2020,18.08,LU
Annual,Million euro,Total,Architectural and engineering services; technical testing and analysis services,Legal and accounting services; services of head offices; management consultancy services,Estonia,2020,18.08,EE
Annual,Million euro,Total,Services furnished by membership organisations,"Motion picture, video and television programme production services, sound recording and music publishing; programming and broadcasting services",Luxembourg,2020,18.07,LU
Annual,Million euro,Total,Exports of goods and services,Taxes less subsidies on products,Estonia,2020,18.07,EE
Annual,Million euro,Total,Human health services,"Other professional, scientific and technical services and veterinary services",Luxembourg,2021,18.05,LU
Annual,Million euro,Total,Other transport equipment,Rubber and plastic products,Estonia,2020,18.05,EE
Annual,Million euro,Total,Exports of goods and services to EU countries,Electrical equipment,Cyprus,2020,18.05,CY
Annual,Million euro,Total,Mining and quarrying,Imports of goods and services from non-EU countries,Cyprus,2020,18.03,CY
Annual,Million euro,Total,Education services,Advertising and market research services,Cyprus,2020,18.01,CY
Annual,Million euro,Total,"Wholesale trade services, except of motor vehicles and motorcycles",Rental and leasing services,Malta,2020,18.0,MT
Annual,Million euro,Total,Warehousing and support services for transportation,"Financial services, except insurance and pension funding",Malta,2020,18.0,MT
Annual,Million euro,Total,Exports of goods and services to EU countries,"Retail trade services, except of motor vehicles and motorcycles",Luxembourg,2021,17.99,LU
Annual,Million euro,Total,"Financial services, except insurance and pension funding",Warehousing and support services for transportation,Luxembourg,2022,17.99,LU
Annual,Million euro,Total,Other non-metallic mineral products,"Wholesale trade services, except of motor vehicles and motorcycles",Malta,2020,17.99,MT
Annual,Million euro,Total,Electrical equipment,Machinery and equipment n.e.c.,Estonia,2020,17.99,EE
Annual,Million euro,Total,Legal and accounting services; services of head offices; management consultancy services,Warehousing and support services for transportation,Luxembourg,2022,17.98,LU
Annual,Million euro,Total,Exports of goods and services to non-EU countries,Land transport services and transport services via pipelines,Cyprus,2020,17.98,CY
Annual,Million euro,Total,Education services,Education services,Estonia,2020,17.96,EE
Annual,Million euro,Total,Constructions and construction works,Accommodation and food services,Luxembourg,2021,17.95,LU
Annual,Million euro,Total,"Retail trade services, except of motor vehicles and motorcycles",Rubber and plastic products,Estonia,2020,17.94,EE
Annual,Million euro,Total,Human health services,Real estate services excluding imputed rents,Cyprus,2020,17.93,CY
Annual,Million euro,Total,Exports of goods and services to EU countries,"Retail trade services, except of motor vehicles and motorcycles",Luxembourg,2022,17.92,LU
Annual,Million euro,Total,Real estate services excluding imputed rents,Legal and accounting services; services of head offices; management consultancy services,Malta,2020,17.89,MT
Annual,Million euro,Total,Water transport services,"Operating surplus and mixed income, gross",Estonia,2020,17.83,EE
Annual,Million euro,Total,Services furnished by membership organisations,Imports of goods and services from EU countries,Luxembourg,2021,17.83,LU
Annual,Million euro,Total,Legal and accounting services; services of head offices; management consultancy services,Advertising and market research services,Estonia,2020,17.82,EE
Annual,Million euro,Total,Constructions and construction works,Repair and installation services of machinery and equipment,Cyprus,2020,17.82,CY
Annual,Million euro,Total,"Fabricated metal products, except machinery and equipment","Electricity, gas, steam and air conditioning",Estonia,2020,17.8,EE
Annual,Million euro,Total,Final consumption expediture,Legal and accounting services; services of head offices; management consultancy services,Estonia,2020,17.8,EE
Annual,Million euro,Total,Accommodation and food services,Accommodation and food services,Luxembourg,2021,17.75,LU
Annual,Million euro,Total,"Fabricated metal products, except machinery and equipment",Rental and leasing services,Estonia,2020,17.74,EE
Annual,Million euro,Total,Mining and quarrying,"Electricity, gas, steam and air conditioning",Estonia,2020,17.73,EE
Annual,Million euro,Total,Rubber and plastic products,Wages and salaries,Cyprus,2020,17.73,CY
Annual,Million euro,Total,Constructions and construction works,Real estate services excluding imputed rents,Estonia,2020,17.73,EE
Annual,Million euro,Total,"Products of forestry, logging and related services",Compensation of employees,Luxembourg,2021,17.72,LU
Annual,Million euro,Total,Legal and accounting services; services of head offices; management consultancy services,"Other professional, scientific and technical services and veterinary services",Estonia,2020,17.71,EE
Annual,Million euro,Total,Wholesale and retail trade and repair services of motor vehicles and motorcycles,Rubber and plastic products,Cyprus,2020,17.71,CY
Annual,Million euro,Total,Exports of goods and services to euro area countries,Water transport services,Luxembourg,2021,17.7,LU
Annual,Million euro,Total,"Textiles, wearing apparel, leather and related products","Wholesale trade services, except of motor vehicles and motorcycles",Luxembourg,2021,17.69,LU
Annual,Million euro,Total,"Wholesale trade services, except of motor vehicles and motorcycles",Imports of goods and services from EU countries,Cyprus,2020,17.69,CY
Annual,Million euro,Total,"Creative, arts, entertainment, library, archive, museum, other cultural services; gambling and betting services","Security and investigation services; services to buildings and landscape; office administrative, office support and other business support services",Luxembourg,2020,17.68,LU
Annual,Million euro,Total,Gross capital formation,Other non-metallic mineral products,Malta,2020,17.67,MT
Annual,Million euro,Total,"Travel agency, tour operator and other reservation services and related services","Travel agency, tour operator and other reservation services and related services",Malta,2020,17.65,MT
Annual,Million euro,Total,"Wholesale trade services, except of motor vehicles and motorcycles","Electricity, gas, steam and air conditioning",Estonia,2020,17.63,EE
Annual,Million euro,Total,"Food, beverages and tobacco products",Real estate services excluding imputed rents,Estonia,2020,17.62,EE
Annual,Million euro,Total,"Retail trade services, except of motor vehicles and motorcycles","Wholesale trade services, except of motor vehicles and motorcycles",Malta,2020,17.62,MT
Annual,Million euro,Total,"Financial services, except insurance and pension funding",Architectural and engineering services; technical testing and analysis services,Luxembourg,2022,17.6,LU
Annual,Million euro,Total,Paper and paper products,"Value added, gross",Cyprus,2020,17.59,CY
Annual,Million euro,Total,Wholesale and retail trade and repair services of motor vehicles and motorcycles,"Financial services, except insurance and pension funding",Luxembourg,2022,17.59,LU
Annual,Million euro,Total,"Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials","Wholesale trade services, except of motor vehicles and motorcycles",Luxembourg,2022,17.58,LU
Annual,Million euro,Total,Wholesale and retail trade and repair services of motor vehicles and motorcycles,Imports of goods and services,Luxembourg,2021,17.57,LU
Annual,Million euro,Total,Final consumption expenditure by government,Furniture and other manufactured goods,Luxembourg,2021,17.56,LU
Annual,Million euro,Total,Real estate services excluding imputed rents,Constructions and construction works,Cyprus,2020,17.52,CY
Annual,Million euro,Total,Imputed rents of owner-occupied dwellings,"Insurance, reinsurance and pension funding services, except compulsory social security",Malta,2020,17.52,MT
Annual,Million euro,Total,"Textiles, wearing apparel, leather and related products",Imports of goods and services from EU countries outside the euro area,Cyprus,2020,17.51,CY
Annual,Million euro,Total,"Motion picture, video and television programme production services, sound recording and music publishing; programming and broadcasting services","Operating surplus and mixed income, gross",Malta,2020,17.51,MT
Annual,Million euro,Total,Exports of goods and services to EU countries,Water transport services,Luxembourg,2022,17.51,LU
Annual,Million euro,Total,Mining and quarrying,Compensation of employees,Cyprus,2020,17.5,CY
Annual,Million euro,Total,"Products of agriculture, hunting and related services","Other professional, scientific and technical services and veterinary services",Luxembourg,2022,17.49,LU
Annual,Million euro,Total,Basic metals,"Sewerage services; sewage sludge; waste collection, treatment and disposal services; materials recovery services; remediation services and other waste management services",Estonia,2020,17.49,EE
Annual,Million euro,Total,Fish and other fishing products; aquaculture products; support services to fishing,"Operating surplus and mixed income, net",Cyprus,2020,17.47,CY
Annual,Million euro,Total,Total final use,Repair services of computers and personal and household goods,Malta,2020,17.45,MT
Annual,Million euro,Total,Other non-metallic mineral products,Chemicals and chemical products,Cyprus,2020,17.44,CY
Annual,Million euro,Total,"Creative, arts, entertainment, library, archive, museum, other cultural services; gambling and betting services",Consumption of fixed capital,Cyprus,2020,17.44,CY
Annual,Million euro,Total,Basic pharmaceutical products and pharmaceutical preparations,"Operating surplus and mixed income, net",Malta,2020,17.41,MT
Annual,Million euro,Total,Exports of goods and services to euro area countries,Other personal services,Luxembourg,2020,17.4,LU
Annual,Million euro,Total,Electrical equipment,Imports of goods and services from EU countries outside the euro area,Cyprus,2020,17.39,CY
Annual,Million euro,Total,Exports of goods and services to EU countries,Water transport services,Luxembourg,2020,17.39,LU
Annual,Million euro,Total,Air transport services,Output,Cyprus,2020,17.39,CY
Annual,Million euro,Total,Fish and other fishing products; aquaculture products; support services to fishing,Total intermediate consumption /final use,Cyprus,2020,17.38,CY
Annual,Million euro,Total,Accommodation and food services,"Products of agriculture, hunting and related services",Luxembourg,2021,17.37,LU
Annual,Million euro,Total,Exports of goods and services,Real estate services excluding imputed rents,Luxembourg,2020,17.37,LU
Annual,Million euro,Total,"Other professional, scientific and technical services and veterinary services","Computer programming, consultancy and related services; Information services",Cyprus,2020,17.36,CY
Annual,Million euro,Total,Mining and quarrying,Mining and quarrying,Luxembourg,2022,17.31,LU
Annual,Million euro,Total,Public administration and defence services; compulsory social security services,Imports of goods and services,Malta,2020,17.31,MT
Annual,Million euro,Total,Wholesale and retail trade and repair services of motor vehicles and motorcycles,"Financial services, except insurance and pension funding",Luxembourg,2021,17.3,LU
Annual,Million euro,Total,Residential care services; social work services without accommodation,Imports of goods and services,Luxembourg,2021,17.3,LU
Annual,Million euro,Total,"Computer programming, consultancy and related services; Information services",Legal and accounting services; services of head offices; management consultancy services,Cyprus,2020,17.29,CY
Annual,Million euro,Total,Constructions and construction works,Wholesale and retail trade and repair services of motor vehicles and motorcycles,Luxembourg,2020,17.28,LU
Annual,Million euro,Total,"Computer programming, consultancy and related services; Information services",Real estate services excluding imputed rents,Cyprus,2020,17.25,CY
Annual,Million euro,Total,Other personal services,Imports of goods and services from non-EU countries,Luxembourg,2021,17.24,LU
Annual,Million euro,Total,Legal and accounting services; services of head offices; management consultancy services,"Financial services, except insurance and pension funding",Malta,2020,17.23,MT
Annual,Million euro,Total,Exports of goods and services,Land transport services and transport services via pipelines,Malta,2020,17.22,MT
Annual,Million euro,Total,"Food, beverages and tobacco products",Rubber and plastic products,Malta,2020,17.19,MT
Annual,Million euro,Total,Basic pharmaceutical products and pharmaceutical preparations,Consumption of fixed capital,Malta,2020,17.19,MT
Annual,Million euro,Total,Water transport services,"Value added, gross",Malta,2020,17.18,MT
Annual,Million euro,Total,Accommodation and food services,Employment services,Malta,2020,17.18,MT
Annual,Million euro,Total,"Textiles, wearing apparel, leather and related products","Fabricated metal products, except machinery and equipment",Luxembourg,2020,17.16,LU
Annual,Million euro,Total,Exports of goods and services to euro area countries,"Insurance, reinsurance and pension funding services, except compulsory social security",Malta,2020,17.13,MT
Annual,Million euro,Total,"Electricity, gas, steam and air conditioning","Computer programming, consultancy and related services; Information services",Luxembourg,2021,17.12,LU
Annual,Million euro,Total,"Retail trade services, except of motor vehicles and motorcycles",Legal and accounting services; services of head offices; management consultancy services,Malta,2020,17.09,MT
Annual,Million euro,Total,Exports of goods and services to EU countries,Employment services,Luxembourg,2020,17.07,LU
Annual,Million euro,Total,Public administration and defence services; compulsory social security services,Architectural and engineering services; technical testing and analysis services,Luxembourg,2022,17.01,LU
Annual,Million euro,Total,"Textiles, wearing apparel, leather and related products","Wholesale trade services, except of motor vehicles and motorcycles",Luxembourg,2020,16.99,LU
Annual,Million euro,Total,Constructions and construction works,Machinery and equipment n.e.c.,Malta,2020,16.97,MT
Annual,Million euro,Total,Residential care services; social work services without accommodation,Furniture and other manufactured goods,Luxembourg,2021,16.96,LU
Annual,Million euro,Total,"Motion picture, video and television programme production services, sound recording and music publishing; programming and broadcasting services",Compensation of employees,Malta,2020,16.94,MT
Annual,Million euro,Total,"Financial services, except insurance and pension funding",Imports of goods and services from EU countries outside the euro area,Malta,2020,16.93,MT
Annual,Million euro,Total,Accommodation and food services,"Products of agriculture, hunting and related services",Malta,2020,16.89,MT
Annual,Million euro,Total,Constructions and construction works,"Computer, electronic and optical products",Luxembourg,2022,16.86,LU
Annual,Million euro,Total,Public administration and defence services; compulsory social security services,Architectural and engineering services; technical testing and analysis services,Luxembourg,2021,16.85,LU
Annual,Million euro,Total,"Insurance, reinsurance and pension funding services, except compulsory social security","Financial services, except insurance and pension funding",Malta,2020,16.83,MT
Annual,Million euro,Total,Constructions and construction works,Telecommunications services,Luxembourg,2021,16.82,LU
Annual,Million euro,Total,Other personal services,Wages and salaries,Malta,2020,16.82,MT
Annual,Million euro,Total,Advertising and market research services,Taxes less subsidies on products,Luxembourg,2022,16.77,LU
Annual,Million euro,Total,"Other professional, scientific and technical services and veterinary services",Accommodation and food services,Luxembourg,2020,16.74,LU
Annual,Million euro,Total,Constructions and construction works,"Electricity, gas, steam and air conditioning",Luxembourg,2020,16.74,LU
Annual,Million euro,Total,Other personal services,Imports of goods and services from EU countries,Luxembourg,2021,16.74,LU
Annual,Million euro,Total,Public administration and defence services; compulsory social security services,Advertising and market research services,Luxembourg,2022,16.73,LU
Annual,Million euro,Total,Water transport services,Water transport services,Malta,2020,16.73,MT
Annual,Million euro,Total,Services furnished by membership organisations,"Motion picture, video and television programme production services, sound recording and music publishing; programming and broadcasting services",Luxembourg,2021,16.69,LU
Annual,Million euro,Total,Repair and installation services of machinery and equipment,"Fabricated metal products, except machinery and equipment",Malta,2020,16.67,MT
Annual,Million euro,Total,Exports of goods and services to EU countries outside the euro area,"Computer, electronic and optical products",Malta,2020,16.67,MT
Annual,Million euro,Total,Legal and accounting services; services of head offices; management consultancy services,Real estate services excluding imputed rents,Malta,2020,16.66,MT
Annual,Million euro,Total,Constructions and construction works,Imports of goods and services from EU countries outside the euro area,Luxembourg,2020,16.65,LU
Annual,Million euro,Total,Final consumption expediture,Rubber and plastic products,Malta,2020,16.58,MT
Annual,Million euro,Total,Final consumption expenditure by households,Rubber and plastic products,Malta,2020,16.58,MT
Annual,Million euro,Total,Exports of goods and services to euro area countries,"Retail trade services, except of motor vehicles and motorcycles",Luxembourg,2022,16.56,LU
Annual,Million euro,Total,Education services,"Security and investigation services; services to buildings and landscape; office administrative, office support and other business support services",Malta,2020,16.55,MT
Annual,Million euro,Total,Final consumption expenditure by households,Repair and installation services of machinery and equipment,Malta,2020,16.55,MT
Annual,Million euro,Total,Final consumption expediture,Repair and installation services of machinery and equipment,Malta,2020,16.55,MT
Annual,Million euro,Total,Air transport services,Advertising and market research services,Malta,2020,16.55,MT
Annual,Million euro,Total,Air transport services,Other transport equipment,Malta,2020,16.54,MT
Annual,Million euro,Total,Residential care services; social work services without accommodation,Accommodation and food services,Malta,2020,16.53,MT
Annual,Million euro,Total,Constructions and construction works,"Food, beverages and tobacco products",Luxembourg,2021,16.51,LU
Annual,Million euro,Total,Final consumption expenditure by government,"Security and investigation services; services to buildings and landscape; office administrative, office support and other business support services",Malta,2020,16.5,MT
Annual,Million euro,Total,Exports of goods and services to euro area countries,"Retail trade services, except of motor vehicles and motorcycles",Luxembourg,2021,16.49,LU
Annual,Million euro,Total,Legal and accounting services; services of head offices; management consultancy services,Education services,Luxembourg,2022,16.49,LU
Annual,Million euro,Total,Changes in inventories,Wholesale and retail trade and repair services of motor vehicles and motorcycles,Luxembourg,2022,16.48,LU
Annual,Million euro,Total,Changes in inventories and acquisition less disposals of valuables,Wholesale and retail trade and repair services of motor vehicles and motorcycles,Luxembourg,2022,16.48,LU
Annual,Million euro,Total,Repair services of computers and personal and household goods,"Value added, gross",Malta,2020,16.43,MT
Annual,Million euro,Total,Residential care services; social work services without accommodation,"Fabricated metal products, except machinery and equipment",Luxembourg,2021,16.4,LU
Annual,Million euro,Total,Accommodation and food services,"Products of agriculture, hunting and related services",Luxembourg,2022,16.35,LU
Annual,Million euro,Total,Warehousing and support services for transportation,Architectural and engineering services; technical testing and analysis services,Malta,2020,16.32,MT
Annual,Million euro,Total,"Creative, arts, entertainment, library, archive, museum, other cultural services; gambling and betting services","Electricity, gas, steam and air conditioning",Luxembourg,2021,16.32,LU
Annual,Million euro,Total,Legal and accounting services; services of head offices; management consultancy services,Telecommunications services,Luxembourg,2020,16.29,LU
Annual,Million euro,Total,Residential care services; social work services without accommodation,Furniture and other manufactured goods,Luxembourg,2022,16.25,LU
Annual,Million euro,Total,Final consumption expenditure by government,Furniture and other manufactured goods,Luxembourg,2020,16.24,LU
Annual,Million euro,Total,Education services,Scientific research and development services,Luxembourg,2020,16.22,LU
Annual,Million euro,Total,Exports of goods and services to euro area countries,Water transport services,Luxembourg,2022,16.17,LU
Annual,Million euro,Total,Other personal services,Consumption of fixed capital,Luxembourg,2022,16.15,LU
Annual,Million euro,Total,Legal and accounting services; services of head offices; management consultancy services,Machinery and equipment n.e.c.,Luxembourg,2022,16.12,LU
Annual,Million euro,Total,Exports of goods and services to non-EU countries,Furniture and other manufactured goods,Luxembourg,2021,16.1,LU
Annual,Million euro,Total,Services furnished by membership organisations,Imports of goods and services from euro area countries,Luxembourg,2021,16.09,LU
Annual,Million euro,Total,Architectural and engineering services; technical testing and analysis services,"Computer programming, consultancy and related services; Information services",Luxembourg,2022,16.09,LU
Annual,Million euro,Total,"Wholesale trade services, except of motor vehicles and motorcycles","Financial services, except insurance and pension funding",Malta,2020,16.07,MT
Annual,Million euro,Total,"Products of forestry, logging and related services",Compensation of employees,Luxembourg,2022,16.07,LU
Annual,Million euro,Total,"Food, beverages and tobacco products",Chemicals and chemical products,Malta,2020,16.04,MT
Annual,Million euro,Total,Architectural and engineering services; technical testing and analysis services,Advertising and market research services,Luxembourg,2021,16.03,LU
Annual,Million euro,Total,Services auxiliary to financial services and insurance services,"Security and investigation services; services to buildings and landscape; office administrative, office support and other business support services",Malta,2020,16.01,MT
Annual,Million euro,Total,Residential care services; social work services without accommodation,Furniture and other manufactured goods,Luxembourg,2020,16.01,LU
Annual,Million euro,Total,Public administration and defence services; compulsory social security services,Telecommunications services,Malta,2020,16.0,MT
Annual,Million euro,Total,Land transport services and transport services via pipelines,"Computer programming, consultancy and related services; Information services",Luxembourg,2021,16.0,LU
Annual,Million euro,Total,Legal and accounting services; services of head offices; management consultancy services,Architectural and engineering services; technical testing and analysis services,Luxembourg,2022,15.99,LU
Annual,Million euro,Total,"Creative, arts, entertainment, library, archive, museum, other cultural services; gambling and betting services","Other professional, scientific and technical services and veterinary services",Luxembourg,2021,15.98,LU
Annual,Million euro,Total,Scientific research and development services,Compensation of employees,Malta,2020,15.97,MT
Annual,Million euro,Total,Exports of goods and services to euro area countries,Water transport services,Luxembourg,2020,15.93,LU
Annual,Million euro,Total,Services auxiliary to financial services and insurance services,Land transport services and transport services via pipelines,Luxembourg,2022,15.92,LU
Annual,Million euro,Total,"Other professional, scientific and technical services and veterinary services","Financial services, except insurance and pension funding",Luxembourg,2020,15.92,LU
Annual,Million euro,Total,Services auxiliary to financial services and insurance services,Air transport services,Luxembourg,2022,15.92,LU
Annual,Million euro,Total,Residential care services; social work services without accommodation,Advertising and market research services,Luxembourg,2020,15.89,LU
Annual,Million euro,Total,Exports of goods and services to non-EU countries,Architectural and engineering services; technical testing and analysis services,Luxembourg,2020,15.87,LU
Annual,Million euro,Total,Legal and accounting services; services of head offices; management consultancy services,Imports of goods and services from EU countries outside the euro area,Luxembourg,2021,15.86,LU
Annual,Million euro,Total,Constructions and construction works,Telecommunications services,Luxembourg,2022,15.85,LU
Annual,Million euro,Total,"Motion picture, video and television programme production services, sound recording and music publishing; programming and broadcasting services",Wages and salaries,Malta,2020,15.84,MT
Annual,Million euro,Total,Publishing services,Consumption of fixed capital,Luxembourg,2021,15.83,LU
Annual,Million euro,Total,Wholesale and retail trade and repair services of motor vehicles and motorcycles,Warehousing and support services for transportation,Malta,2020,15.83,MT
Annual,Million euro,Total,Land transport services and transport services via pipelines,Legal and accounting services; services of head offices; management consultancy services,Luxembourg,2022,15.82,LU
Annual,Million euro,Total,"Products of forestry, logging and related services",Wages and salaries,Luxembourg,2021,15.82,LU
Annual,Million euro,Total,Residential care services; social work services without accommodation,"Wholesale trade services, except of motor vehicles and motorcycles",Luxembourg,2021,15.81,LU
Annual,Million euro,Total,Public administration and defence services; compulsory social security services,"Other professional, scientific and technical services and veterinary services",Malta,2020,15.8,MT
Annual,Million euro,Total,Exports of goods and services to non-EU countries,Postal and courier services,Malta,2020,15.79,MT
Annual,Million euro,Total,Residential care services; social work services without accommodation,Imports of goods and services,Luxembourg,2020,15.79,LU
Annual,Million euro,Total,Advertising and market research services,Taxes less subsidies on products,Luxembourg,2020,15.78,LU
Annual,Million euro,Total,"Other professional, scientific and technical services and veterinary services",Land transport services and transport services via pipelines,Luxembourg,2020,15.78,LU
Annual,Million euro,Total,Mining and quarrying,Compensation of employees,Luxembourg,2022,15.77,LU
Annual,Million euro,Total,Sporting services and amusement and recreation services,"Computer programming, consultancy and related services; Information services",Luxembourg,2022,15.74,LU
Annual,Million euro,Total,Exports of goods and services to non-EU countries,Repair and installation services of machinery and equipment,Luxembourg,2021,15.69,LU
Annual,Million euro,Total,"Retail trade services, except of motor vehicles and motorcycles","Electricity, gas, steam and air conditioning",Malta,2020,15.68,MT
Annual,Million euro,Total,Architectural and engineering services; technical testing and analysis services,"Computer programming, consultancy and related services; Information services",Luxembourg,2020,15.68,LU
Annual,Million euro,Total,Accommodation and food services,"Fabricated metal products, except machinery and equipment",Luxembourg,2020,15.64,LU
Annual,Million euro,Total,Exports of goods and services to euro area countries,Employment services,Luxembourg,2020,15.63,LU
Annual,Million euro,Total,Land transport services and transport services via pipelines,Other transport equipment,Luxembourg,2022,15.61,LU
Annual,Million euro,Total,Other personal services,Imports of goods and services from EU countries,Luxembourg,2022,15.6,LU
Annual,Million euro,Total,Public administration and defence services; compulsory social security services,Legal and accounting services; services of head offices; management consultancy services,Luxembourg,2022,15.6,LU
Annual,Million euro,Total,Other personal services,Chemicals and chemical products,Malta,2020,15.59,MT
Annual,Million euro,Total,Architectural and engineering services; technical testing and analysis services,Advertising and market research services,Luxembourg,2022,15.55,LU
Annual,Million euro,Total,Services furnished by membership organisations,Imports of goods and services from non-EU countries,Luxembourg,2020,15.55,LU
Annual,Million euro,Total,"Other professional, scientific and technical services and veterinary services","Fabricated metal products, except machinery and equipment",Luxembourg,2022,15.45,LU
Annual,Million euro,Total,Exports of goods and services to non-EU countries,Furniture and other manufactured goods,Luxembourg,2022,15.45,LU
Annual,Million euro,Total,Exports of goods and services to EU countries,Employment services,Luxembourg,2021,15.43,LU
Annual,Million euro,Total,Final consumption expediture,Repair services of computers and personal and household goods,Malta,2020,15.43,MT
Annual,Million euro,Total,Final consumption expenditure by households,Repair services of computers and personal and household goods,Malta,2020,15.43,MT
Annual,Million euro,Total,Exports of goods and services to euro area countries,Taxes less subsidies on products,Malta,2020,15.42,MT
Annual,Million euro,Total,Telecommunications services,"Financial services, except insurance and pension funding",Luxembourg,2021,15.4,LU
Annual,Million euro,Total,Land transport services and transport services via pipelines,"Computer programming, consultancy and related services; Information services",Luxembourg,2020,15.37,LU
Annual,Million euro,Total,Wholesale and retail trade and repair services of motor vehicles and motorcycles,"Financial services, except insurance and pension funding",Luxembourg,2020,15.37,LU
Annual,Million euro,Total,Services furnished by membership organisations,Constructions and construction works,Luxembourg,2022,15.37,LU
Annual,Million euro,Total,Other personal services,Imports of goods and services from non-EU countries,Luxembourg,2020,15.36,LU
Annual,Million euro,Total,Services furnished by membership organisations,Real estate services excluding imputed rents,Luxembourg,2020,15.36,LU
Annual,Million euro,Total,Services furnished by membership organisations,Real estate services excluding imputed rents,Luxembourg,2022,15.36,LU
Annual,Million euro,Total,"Other professional, scientific and technical services and veterinary services","Fabricated metal products, except machinery and equipment",Luxembourg,2021,15.33,LU
Annual,Million euro,Total,Constructions and construction works,Legal and accounting services; services of head offices; management consultancy services,Malta,2020,15.33,MT
Annual,Million euro,Total,Telecommunications services,"Financial services, except insurance and pension funding",Luxembourg,2022,15.33,LU
Annual,Million euro,Total,Coke and refined petroleum products,Imports of goods and services from EU countries outside the euro area,Malta,2020,15.32,MT
Annual,Million euro,Total,"Products of agriculture, hunting and related services",Imports of goods and services from non-EU countries,Malta,2020,15.3,MT
Annual,Million euro,Total,"Motion picture, video and television programme production services, sound recording and music publishing; programming and broadcasting services","Operating surplus and mixed income, net",Malta,2020,15.27,MT
Annual,Million euro,Total,Residential care services; social work services without accommodation,Taxes less subsidies on products,Malta,2020,15.27,MT
Annual,Million euro,Total,Wholesale and retail trade and repair services of motor vehicles and motorcycles,"Fabricated metal products, except machinery and equipment",Luxembourg,2020,15.25,LU
Annual,Million euro,Total,Architectural and engineering services; technical testing and analysis services,Imports of goods and services from non-EU countries,Malta,2020,15.24,MT
Annual,Million euro,Total,Legal and accounting services; services of head offices; management consultancy services,"Computer programming, consultancy and related services; Information services",Malta,2020,15.21,MT
Annual,Million euro,Total,"Products of agriculture, hunting and related services","Food, beverages and tobacco products",Malta,2020,15.16,MT
Annual,Million euro,Total,Services furnished by membership organisations,Imports of goods and services from EU countries,Luxembourg,2020,15.15,LU
Annual,Million euro,Total,Scientific research and development services,Wages and salaries,Malta,2020,15.14,MT
Annual,Million euro,Total,Other personal services,Imports of goods and services from euro area countries,Luxembourg,2021,15.11,LU
Annual,Million euro,Total,Accommodation and food services,"Other professional, scientific and technical services and veterinary services",Luxembourg,2021,15.1,LU
Annual,Million euro,Total,Residential care services; social work services without accommodation,Machinery and equipment n.e.c.,Luxembourg,2022,15.07,LU
Annual,Million euro,Total,Gross fixed capital formation,Other non-metallic mineral products,Malta,2020,15.02,MT
Annual,Million euro,Total,Furniture and other manufactured goods,"Wholesale trade services, except of motor vehicles and motorcycles",Malta,2020,15.0,MT
Annual,Million euro,Total,Human health services,"Electricity, gas, steam and air conditioning",Malta,2020,15.0,MT
Annual,Million euro,Total,Exports of goods and services to non-EU countries,"Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials",Luxembourg,2022,14.99,LU
Annual,Million euro,Total,Imputed rents of owner-occupied dwellings,Other non-metallic mineral products,Malta,2020,14.97,MT
Annual,Million euro,Total,"Products of forestry, logging and related services",Compensation of employees,Luxembourg,2020,14.97,LU
Annual,Million euro,Total,Other personal services,Imports of goods and services from EU countries,Luxembourg,2020,14.97,LU
Annual,Million euro,Total,Constructions and construction works,"Computer, electronic and optical products",Luxembourg,2021,14.94,LU
Annual,Million euro,Total,"Financial services, except insurance and pension funding",Architectural and engineering services; technical testing and analysis services,Luxembourg,2021,14.94,LU
Annual,Million euro,Total,Architectural and engineering services; technical testing and analysis services,Rental and leasing services,Luxembourg,2020,14.94,LU
Annual,Million euro,Total,Accommodation and food services,"Financial services, except insurance and pension funding",Luxembourg,2021,14.92,LU
Annual,Million euro,Total,Water transport services,Imports of goods and services,Malta,2020,14.92,MT
